id,type,temp_air,temp_process,speed,torque,tool_wear,is_failure
49578,L,299.2,308.5,1490,43.2,158,0
17259,M,299.2,308.5,1594,35.8,160,0
31814,H,299.2,308.6,1462,55.0,163,0
17261,M,299.2,308.6,1367,47.6,168,0
49582,L,299.2,308.7,1325,51.0,171,0
31817,H,299.2,308.7,1448,51.4,173,0
17264,M,299.1,308.7,2008,20.3,178,0
49585,L,299.1,308.7,1498,38.9,181,0
49586,L,299.1,308.6,1437,41.6,183,0
17267,M,299.1,308.6,1499,45.1,185,0
49588,L,299.0,308.4,1356,52.6,188,0
49589,L,299.1,308.5,1539,46.8,190,0
49590,L,299.1,308.5,1689,32.1,192,0
49591,L,299.0,308.5,1559,38.1,194,0
49592,L,299.1,308.6,1408,46.7,196,0
49593,L,299.0,308.5,1886,23.0,198,0
49594,L,299.1,308.5,1415,43.4,0,0
17275,M,299.1,308.5,1587,35.6,2,0
49596,L,299.0,308.4,1571,38.6,5,0
49597,L,298.9,308.3,1576,36.6,7,0
49598,L,298.9,308.3,1660,34.4,9,0
17279,M,298.9,308.2,1328,49.2,11,0
31834,H,298.8,308.2,1450,44.7,14,0
49601,L,298.9,308.2,2384,15.0,19,0
49602,L,298.8,308.2,1443,53.4,21,0
17283,M,298.9,308.2,2022,20.0,23,0
49604,L,298.9,308.2,1828,23.8,26,0
49605,L,298.8,308.1,1472,53.5,28,0
17286,M,298.9,308.2,1372,63.6,30,1
49607,L,298.9,308.3,1855,23.8,33,0
17288,M,299.0,308.3,1377,47.2,35,0
49609,L,298.9,308.3,1432,48.9,38,0
17290,M,298.9,308.2,1335,47.8,40,0
17291,M,298.9,308.2,1411,51.3,43,0
49612,L,298.9,308.2,1510,43.5,46,0
49613,L,299.0,308.3,1441,44.0,48,0
17294,M,299.0,308.2,1358,42.7,50,0
49615,L,298.9,308.2,1686,30.4,53,0
31850,H,299.0,308.2,1662,30.4,55,0
49617,L,299.1,308.3,1426,40.1,60,0
17298,M,299.1,308.4,1330,53.6,62,0
49619,L,299.1,308.4,1693,31.6,65,0
49620,L,299.1,308.4,1426,47.9,67,0
49621,L,299.1,308.5,1676,31.0,69,0
17302,M,299.1,308.4,1332,51.7,71,0
49623,L,299.1,308.5,1647,35.0,74,0
49624,L,299.2,308.6,1267,68.2,76,1
31859,H,299.2,308.7,1375,55.1,78,0
49626,L,299.3,308.6,1422,48.9,83,0
49627,L,299.3,308.7,1408,48.7,85,0
49628,L,299.4,308.9,1440,42.5,87,0
49629,L,299.3,308.8,1772,25.2,89,0
49630,L,299.2,308.7,1492,37.8,91,0
49631,L,299.2,308.7,1650,30.5,93,0
17312,M,299.1,308.6,2329,14.6,95,0
49633,L,299.0,308.6,1648,30.8,98,0
49634,L,299.0,308.6,1653,31.7,100,0
49635,L,299.0,308.6,1946,22.3,102,0
49636,L,299.1,308.6,1555,36.6,104,0
49637,L,299.0,308.6,1661,32.2,106,0
49638,L,299.0,308.6,1434,45.9,108,0
49639,L,299.0,308.6,1297,54.2,110,0
49640,L,299.0,308.6,1466,46.4,112,0
17321,M,298.9,308.6,1517,39.8,114,0
49642,L,298.9,308.5,1742,34.5,117,0
49643,L,298.9,308.5,1580,39.1,119,0
17324,M,298.9,308.5,1534,42.9,121,0
49645,L,298.9,308.6,1481,40.7,124,0
49646,L,299.0,308.6,1429,37.7,126,0
17327,M,298.9,308.6,1574,33.5,128,0
17328,M,298.9,308.6,1524,40.4,131,0
49649,L,299.0,308.7,1507,37.5,134,0
49650,L,298.9,308.5,1467,44.7,136,0
49651,L,298.9,308.4,1301,51.1,138,0
49652,L,298.9,308.5,1429,55.1,140,0
17333,M,298.9,308.5,1555,37.6,142,0
49654,L,298.9,308.5,1503,40.6,145,0
49655,L,298.9,308.5,1459,43.1,147,0
31890,H,298.9,308.4,1449,42.4,149,0
49657,L,298.9,308.5,1387,57.3,154,0
17338,M,298.9,308.5,1456,50.0,156,0
49659,L,299.0,308.5,1604,34.7,159,0
49660,L,299.0,308.6,1734,32.4,161,0
49661,L,299.0,308.6,1378,47.8,163,0
49662,L,298.9,308.7,1504,41.8,165,0
17343,M,298.9,308.7,1402,49.8,167,0
31898,H,298.8,308.6,1524,37.7,170,0
49665,L,298.8,308.6,1593,35.5,175,0
17346,M,298.9,308.7,1772,28.4,177,0
31901,H,298.9,308.6,1623,31.0,180,0
49668,L,298.9,308.7,1356,50.7,185,0
31903,H,298.9,308.7,1500,41.6,187,0
31904,H,299.1,308.8,1566,46.6,192,0
49671,L,299.1,308.9,1445,43.4,197,0
31906,H,299.0,308.8,1382,58.5,199,0
17353,M,299.0,308.8,1418,45.7,204,0
49674,L,299.1,308.8,1329,53.6,207,1
17355,M,299.1,308.8,1491,41.0,209,0
17356,M,299.2,308.9,1573,37.4,212,0
17357,M,299.2,308.9,1521,42.3,215,0
49678,L,299.1,308.9,1467,47.2,218,0
17359,M,299.1,308.9,1325,48.4,220,0
49680,L,299.1,308.9,1617,32.3,223,0
17361,M,299.1,308.9,1476,42.7,225,0
49682,L,299.2,309.0,1515,48.9,228,1
49683,L,299.2,309.0,1408,47.2,0,0
49684,L,299.2,309.1,1468,45.6,2,0
49685,L,299.2,309.1,1387,48.7,4,0
17366,M,299.2,309.1,1503,34.7,6,0
31921,H,299.2,309.1,1410,47.1,9,0
49688,L,299.0,308.9,1615,30.6,14,0
49689,L,299.0,308.9,1511,35.9,16,0
49690,L,299.1,309.0,1405,53.8,18,0
17371,M,299.0,308.9,1526,41.1,20,0
49692,L,298.9,308.8,1530,38.3,23,0
49693,L,299.0,308.7,1583,32.5,25,0
49694,L,298.9,308.6,2069,18.7,27,0
49695,L,298.8,308.5,1490,35.0,29,0
49696,L,298.8,308.5,1736,29.0,31,0
49697,L,298.8,308.5,1395,44.4,33,0
17378,M,298.9,308.6,1425,49.6,35,0
49699,L,298.8,308.6,1631,32.4,38,0
49700,L,298.8,308.6,1535,41.2,40,0
49701,L,298.8,308.6,1584,34.4,42,0
17382,M,298.8,308.7,1543,38.2,44,0
49703,L,298.8,308.7,1635,35.2,47,0
17384,M,298.8,308.7,1446,45.5,49,0
17385,M,298.8,308.6,1598,35.1,52,0
49706,L,298.8,308.6,1501,35.0,55,0
49707,L,298.8,308.5,1450,50.8,57,0
49708,L,298.8,308.6,1730,25.9,59,0
17389,M,298.8,308.6,1571,33.7,61,0
49710,L,298.9,308.7,1438,51.7,64,0
17391,M,298.8,308.5,1510,38.7,66,0
49712,L,298.9,308.7,1389,44.9,69,0
49713,L,298.8,308.7,1490,33.6,71,0
49714,L,298.9,308.7,1729,26.6,73,0
49715,L,299.0,308.8,1495,38.4,75,0
49716,L,298.9,308.8,1281,53.9,77,0
31951,H,298.9,308.7,1353,48.1,79,0
49718,L,299.1,308.8,1429,50.1,84,0
49719,L,299.1,308.8,1413,42.1,86,0
49720,L,299.1,308.8,1502,38.3,88,0
31955,H,299.1,308.8,1553,32.6,90,0
31956,H,299.2,308.9,1712,26.4,95,0
49723,L,299.3,309.0,1786,23.5,100,0
49724,L,299.2,309.0,1951,21.4,102,0
17405,M,299.2,309.0,1541,36.3,104,0
49726,L,299.2,309.1,1605,34.3,107,0
49727,L,299.2,309.1,1578,38.1,109,0
17408,M,299.3,309.2,1440,37.5,111,0
49729,L,299.4,309.2,1489,42.3,114,0
49730,L,299.4,309.3,1366,48.4,116,0
49731,L,299.3,309.2,1541,37.2,118,0
31966,H,299.3,309.1,1552,40.7,120,0
49733,L,299.3,309.1,1473,40.3,125,0
49734,L,299.3,309.1,1531,37.9,127,0
49735,L,299.3,309.2,1511,37.2,129,0
17416,M,299.3,309.1,1449,47.9,131,0
17417,M,299.4,309.1,1440,50.0,134,0
17418,M,299.2,309.0,1881,23.9,137,0
17420,M,299.4,309.1,1326,62.0,142,0
49741,L,299.4,309.2,1607,31.7,145,0
49742,L,299.3,309.1,1551,39.1,147,0
49743,L,299.3,309.1,1496,37.2,149,0
49744,L,299.3,309.1,1493,38.0,151,0
49745,L,299.4,309.1,1304,50.5,153,0
17426,M,299.3,309.0,1420,41.6,155,0
49747,L,299.4,309.1,1766,24.6,158,0
49748,L,299.6,309.2,1450,43.1,160,0
31983,H,299.5,309.2,1872,22.6,162,0
49750,L,299.6,309.2,1713,26.5,167,0
17431,M,299.5,309.2,1497,40.9,169,0
17432,M,299.4,309.1,1352,44.7,172,0
49753,L,299.5,309.2,1499,41.5,175,0
49754,L,299.5,309.3,1972,19.3,177,0
49755,L,299.5,309.3,1422,49.2,179,0
49756,L,299.5,309.3,1523,41.5,181,0
49757,L,299.5,309.4,1563,41.5,183,0
49758,L,299.4,309.3,1391,46.6,185,0
49759,L,299.3,309.1,1795,24.7,187,0
49760,L,299.3,309.1,1293,53.7,189,0
49761,L,299.2,309.1,1345,60.7,191,1
49762,L,299.2,309.0,1615,33.7,193,0
49763,L,299.2,308.9,1342,50.8,195,0
49764,L,299.1,308.8,1502,46.7,197,0
17445,M,299.0,308.7,1620,35.4,199,0
49766,L,299.0,308.7,1537,42.8,202,0
49767,L,299.0,308.7,2248,16.8,204,0
49768,L,299.0,308.7,1706,28.6,206,0
49769,L,299.0,308.7,2250,16.6,208,0
49770,L,299.0,308.7,1396,48.6,0,0
49771,L,298.9,308.6,1522,46.4,2,0
49772,L,298.9,308.6,1539,45.4,4,0
32007,H,298.9,308.5,1415,54.0,6,0
49774,L,298.8,308.5,1446,37.0,11,0
17455,M,298.8,308.6,1486,41.1,13,0
49776,L,299.0,308.7,1426,38.6,16,0
49777,L,299.0,308.7,1449,38.9,18,0
49778,L,299.1,308.8,1320,67.5,20,1
17459,M,299.2,308.9,1447,39.6,22,0
49780,L,299.3,309.0,1422,47.3,25,0
49781,L,299.3,309.1,1399,52.1,27,0
49782,L,299.4,309.2,1427,41.5,29,0
17463,M,299.3,309.2,1334,46.3,31,0
17464,M,299.3,309.1,1385,45.6,34,0
49785,L,299.4,309.2,1552,37.4,37,0
32020,H,299.4,309.3,1534,37.5,39,0
49787,L,299.4,309.3,1448,48.6,44,0
49788,L,299.5,309.3,1409,44.7,46,0
49789,L,299.4,309.2,1621,34.5,48,0
32024,H,299.4,309.1,1547,40.9,50,0
49791,L,299.4,309.1,1957,22.1,55,0
49792,L,299.4,309.1,2421,14.2,57,0
17473,M,299.3,309.1,1571,38.3,59,0
49794,L,299.3,309.1,1634,36.8,62,0
49795,L,299.3,309.0,1516,38.7,64,0
49796,L,299.4,309.1,1207,66.5,66,0
49797,L,299.4,309.1,1670,35.9,68,0
17478,M,299.4,309.1,1461,48.6,70,0
49799,L,299.4,309.2,1569,40.8,73,0
49800,L,299.4,309.2,1556,35.7,75,0
17481,M,299.5,309.3,1506,41.5,77,0
17482,M,299.6,309.4,1642,30.3,80,0
17483,M,299.6,309.4,1283,62.1,83,0
32038,H,299.7,309.5,1375,46.8,86,0
49805,L,299.7,309.4,1399,39.9,91,0
49806,L,299.7,309.4,1650,29.8,93,0
17487,M,299.8,309.6,1346,53.2,95,0
32042,H,299.9,309.6,1410,51.2,98,0
49809,L,300.0,309.7,1586,37.8,103,0
49810,L,300.0,309.8,1372,39.6,105,0
32045,H,300.0,309.7,1529,42.4,107,0
17492,M,300.0,309.7,1652,28.6,112,0
49813,L,300.1,309.8,1532,39.8,115,0
49814,L,300.0,309.7,1554,32.0,117,0
32049,H,299.9,309.6,1462,51.0,119,0
49816,L,299.9,309.6,1254,61.3,124,0
49817,L,299.9,309.6,1294,49.7,126,0
49818,L,299.8,309.5,1739,27.5,128,0
17499,M,299.8,309.4,1412,47.8,130,0
17500,M,299.9,309.5,1372,56.2,133,0
32055,H,299.8,309.5,1420,46.7,136,0
49822,L,299.8,309.5,1542,40.3,141,0
17503,M,299.8,309.4,1401,48.1,143,0
49824,L,299.8,309.4,1510,42.5,146,0
32059,H,299.9,309.5,1547,38.5,148,0
17506,M,299.8,309.5,1453,43.2,153,0
49827,L,299.8,309.4,1408,45.6,156,0
49828,L,299.8,309.4,1436,51.6,158,0
17509,M,299.9,309.5,1582,38.2,160,0
49830,L,299.9,309.6,1280,59.3,163,0
49831,L,299.9,309.5,2008,20.4,165,0
49832,L,299.9,309.5,1772,23.5,167,0
49833,L,299.9,309.5,1779,26.1,169,0
49834,L,299.9,309.5,1567,35.5,171,0
17515,M,299.8,309.4,1751,27.0,173,0
49836,L,299.9,309.5,1349,51.3,176,0
17517,M,300.0,309.5,1425,40.8,178,0
49838,L,300.0,309.4,1395,44.5,181,0
32073,H,299.8,309.3,1595,32.1,183,0
49840,L,299.8,309.3,1291,56.4,188,0
17521,M,299.9,309.4,1509,42.8,190,0
17522,M,299.9,309.4,1483,38.1,193,0
49843,L,299.9,309.3,1620,31.1,196,0
17524,M,299.9,309.4,1487,42.2,198,0
49845,L,299.8,309.4,2256,15.9,201,0
32080,H,299.7,309.2,1691,27.7,203,0
17527,M,299.8,309.3,1663,35.2,208,0
17528,M,299.8,309.3,1640,31.1,211,0
32083,H,299.7,309.3,1494,37.8,214,0
49850,L,299.8,309.4,1467,46.2,219,0
17531,M,299.7,309.3,1399,41.9,221,1
49852,L,299.7,309.3,1445,42.6,0,0
49853,L,299.8,309.4,1480,40.9,2,0
49854,L,299.7,309.3,1546,37.2,4,0
49855,L,299.7,309.3,1574,35.8,6,0
49856,L,299.7,309.3,1592,34.2,8,0
49857,L,299.8,309.5,1495,39.6,10,0
49858,L,299.8,309.6,1447,43.1,12,0
49859,L,299.8,309.5,1476,44.4,14,0
49860,L,299.8,309.5,1641,27.1,16,0
49861,L,299.8,309.5,1545,32.2,18,0
17542,M,299.9,309.6,1364,44.4,20,0
49863,L,299.8,309.5,1590,28.5,23,0
49864,L,299.8,309.4,1460,37.4,25,0
49865,L,299.8,309.4,1609,32.5,27,0
49866,L,299.8,309.4,1633,27.5,29,0
49867,L,299.9,309.4,1348,52.8,31,0
49868,L,299.9,309.4,1322,53.9,33,0
49869,L,300.0,309.5,1641,30.1,35,0
49870,L,300.0,309.5,1728,26.0,37,0
49871,L,300.0,309.6,1431,47.7,39,0
49872,L,300.1,309.7,1641,30.4,41,0
17553,M,300.1,309.6,1622,36.1,43,0
17554,M,300.1,309.6,1625,38.0,46,0
49875,L,300.0,309.5,1869,22.7,49,0
49876,L,300.0,309.6,1452,46.0,51,0
49877,L,300.0,309.6,1618,28.7,53,0
49878,L,300.0,309.4,2010,20.0,55,0
49879,L,299.9,309.4,1363,60.9,57,0
49880,L,299.9,309.3,1473,40.4,59,0
49881,L,299.9,309.2,1333,50.8,61,0
49882,L,299.8,309.2,1760,25.9,63,0
17563,M,299.8,309.2,1372,58.2,65,0
17564,M,299.7,309.2,1608,34.4,68,0
49885,L,299.7,309.2,1326,64.8,71,0
17566,M,299.6,309.1,1560,37.1,73,0
17567,M,299.6,309.0,1539,36.1,76,0
49888,L,299.6,309.1,2266,15.3,79,0
49889,L,299.6,309.1,1641,35.8,81,0
49890,L,299.6,309.1,1574,39.2,83,0
49891,L,299.6,309.1,1407,50.6,85,0
32126,H,299.7,309.2,1302,55.5,87,0
17573,M,299.6,309.2,1651,30.8,92,0
17574,M,299.6,309.1,1366,55.2,95,0
17575,M,299.5,309.0,1701,28.6,98,0
49896,L,299.5,309.0,1498,44.6,101,0
17577,M,299.5,309.1,1422,45.3,103,0
49898,L,299.5,309.1,1357,47.3,106,0
49899,L,299.5,309.2,1690,29.2,108,0
49900,L,299.6,309.2,1559,39.1,110,0
17581,M,299.6,309.3,1553,32.4,112,0
49902,L,299.6,309.3,1558,34.8,115,0
49903,L,299.7,309.4,1362,51.9,117,0
17584,M,299.8,309.3,1470,42.7,119,0
49905,L,299.8,309.4,1555,34.8,122,0
17586,M,299.8,309.4,1423,42.9,124,0
49907,L,299.7,309.3,1434,38.5,127,0
49908,L,299.7,309.3,1779,25.5,129,0
49909,L,299.7,309.3,1417,54.6,131,0
49910,L,299.6,309.2,1425,45.9,133,0
17591,M,299.7,309.2,1597,32.9,135,0
49912,L,299.7,309.2,1346,57.4,138,0
49913,L,299.7,309.2,1422,40.4,140,0
32148,H,299.7,309.2,1572,32.8,142,0
49915,L,299.7,309.2,1412,45.4,147,0
17596,M,299.7,309.1,1576,36.4,149,0
17597,M,299.7,309.1,1508,41.2,152,0
17598,M,299.8,309.1,1496,44.4,155,0
49919,L,299.8,309.2,1572,35.4,158,0
49920,L,299.6,309.0,1525,42.8,160,0
49921,L,299.6,309.0,1378,51.9,162,0
49922,L,299.6,309.1,1369,51.4,164,0
49923,L,299.6,309.1,1476,45.3,166,0
49924,L,299.7,309.2,1620,30.0,168,0
17605,M,299.7,309.1,1603,38.5,170,0
49926,L,299.7,309.2,1411,46.1,173,0
49927,L,299.7,309.2,1616,31.6,175,0
49928,L,299.7,309.2,1631,35.1,177,0
17609,M,299.7,309.2,1685,28.9,179,0
32164,H,299.7,309.2,1456,40.6,182,0
49931,L,299.7,309.1,1417,50.1,187,0
17612,M,299.7,309.1,1851,24.7,189,0
49933,L,299.7,309.1,1715,27.8,192,0
32168,H,299.6,309.1,1630,32.3,194,0
49935,L,299.7,309.2,1478,38.8,199,0
49936,L,299.7,309.2,1781,29.6,201,0
49937,L,299.8,309.2,1439,36.1,203,0
17618,M,299.7,309.2,1412,45.3,205,0
49939,L,299.7,309.1,1483,41.1,208,0
49940,L,299.8,309.2,1400,42.6,210,0
49941,L,299.8,309.3,1299,65.1,212,1
49942,L,299.8,309.2,1479,44.4,214,0
49943,L,299.8,309.2,1491,47.5,216,0
17624,M,299.9,309.3,1389,52.8,0,0
17625,M,299.9,309.4,1399,54.8,3,0
17626,M,299.9,309.4,1889,26.0,6,0
49947,L,300.0,309.5,1925,21.9,9,0
49948,L,300.0,309.5,1675,30.2,11,0
17629,M,300.0,309.6,1477,38.1,13,0
49950,L,300.0,309.6,1364,45.9,16,0
49951,L,299.9,309.5,1451,39.4,18,0
49952,L,299.9,309.4,1467,41.2,20,0
49953,L,299.9,309.4,1858,22.5,22,0
49954,L,300.1,309.4,1559,39.7,24,0
49955,L,300.1,309.4,1560,47.7,26,0
49956,L,300.1,309.4,1453,47.6,28,0
49957,L,300.1,309.4,1464,41.7,30,0
49958,L,300.0,309.4,1308,50.2,32,0
49959,L,300.1,309.5,1353,50.9,34,0
17640,M,300.2,309.6,1556,35.8,36,0
49961,L,300.2,309.5,2183,17.8,39,0
17642,M,300.2,309.6,1491,41.8,41,0
17643,M,300.2,309.6,1528,35.1,44,0
49964,L,300.2,309.6,1430,52.7,47,0
49965,L,300.2,309.5,1495,32.6,49,0
17646,M,300.2,309.5,1630,28.3,51,0
17647,M,300.3,309.6,1524,38.4,54,0
49968,L,300.3,309.6,1326,52.4,57,0
32203,H,300.3,309.5,1438,44.0,59,0
49970,L,300.4,309.6,1356,45.9,64,0
32205,H,300.4,309.6,1416,43.3,66,0
49972,L,300.4,309.7,1584,32.6,71,0
49973,L,300.3,309.6,1597,31.8,73,0
49974,L,300.4,309.6,1553,43.9,75,0
17655,M,300.3,309.5,1405,49.4,77,0
49976,L,300.2,309.5,1539,35.3,80,0
17657,M,300.3,309.6,1398,53.7,82,0
49978,L,300.3,309.6,1568,39.6,85,0
49979,L,300.3,309.6,1404,44.6,87,0
17660,M,300.2,309.5,1500,45.7,89,0
17661,M,300.2,309.5,1642,28.8,92,0
17662,M,300.3,309.6,1509,46.6,95,0
49983,L,300.2,309.5,1343,50.2,98,0
49984,L,300.1,309.5,1450,40.1,100,0
49985,L,300.0,309.4,1460,43.5,102,0
49986,L,300.0,309.3,1364,41.2,104,0
17667,M,299.9,309.3,1452,41.9,106,0
49988,L,299.9,309.3,1471,41.8,109,0
49989,L,299.9,309.2,1598,34.6,111,0
49990,L,299.8,309.1,1772,24.8,113,0
49991,L,299.9,309.2,1761,25.6,115,0
17672,M,300.0,309.3,1413,40.7,117,0
49993,L,300.0,309.3,1887,22.6,120,0
49994,L,300.0,309.3,1395,56.5,122,0
17675,M,300.1,309.4,1569,31.6,124,0
49996,L,300.1,309.4,1434,47.3,127,0
49997,L,300.2,309.5,1417,41.1,129,0
49998,L,300.2,309.5,1729,28.4,131,0
49999,L,300.2,309.5,1356,51.1,133,0
50000,L,300.2,309.5,1436,48.8,135,0
17681,M,300.3,309.6,1419,42.5,137,0
50002,L,300.3,309.6,1593,38.1,140,0
17683,M,300.3,309.5,1320,62.2,142,0
17684,M,300.3,309.5,1448,42.4,145,0
50005,L,300.3,309.4,1470,33.5,148,0
17686,M,300.3,309.4,1612,33.1,150,0
50007,L,300.4,309.4,1412,51.6,153,0
17688,M,300.4,309.4,1875,23.9,155,0
50009,L,300.3,309.3,1612,36.0,158,0
17690,M,300.4,309.3,1411,41.6,160,0
17691,M,300.3,309.2,1490,47.9,163,0
17692,M,300.4,309.3,1467,40.3,166,0
50013,L,300.3,309.2,1807,26.4,169,0
50014,L,300.3,309.1,1368,46.0,171,0
50015,L,300.3,309.2,1572,32.0,173,0
17696,M,300.3,309.1,1458,44.3,175,0
50017,L,300.3,309.1,1699,30.3,178,0
50018,L,300.3,309.3,1478,39.5,180,0
17699,M,300.4,309.4,1362,42.1,182,0
32254,H,300.4,309.4,1487,38.9,185,0
50021,L,300.3,309.4,1705,29.4,190,0
50022,L,300.3,309.3,1345,53.5,192,0
50023,L,300.3,309.2,1532,40.2,194,0
50024,L,300.3,309.2,1650,35.2,196,0
50025,L,300.3,309.2,1398,54.4,198,0
50026,L,300.3,309.2,1412,44.8,200,0
50027,L,300.4,309.3,1525,39.6,202,0
17708,M,300.3,309.3,1391,57.9,204,0
50029,L,300.4,309.3,1766,28.2,207,0
50030,L,300.4,309.3,1671,35.0,209,0
50031,L,300.5,309.3,1373,48.8,211,0
17712,M,300.5,309.4,1347,50.1,213,0
17713,M,300.5,309.3,1539,39.1,216,0
50034,L,300.5,309.3,1470,40.8,219,0
50035,L,300.5,309.3,1528,37.0,221,0
32270,H,300.5,309.3,1471,45.2,223,0
17717,M,300.4,309.2,1528,37.2,228,0
50038,L,300.5,309.3,1417,51.5,231,1
50039,L,300.6,309.4,1549,43.4,233,0
32274,H,300.6,309.4,1463,49.2,235,0
50041,L,300.7,309.5,1479,43.6,240,0
50042,L,300.6,309.5,1867,23.0,242,0
50043,L,300.6,309.4,1471,44.1,244,0
32278,H,300.6,309.4,1380,47.6,246,1
32279,H,300.7,309.7,1623,32.7,0,0
50046,L,300.8,309.7,1997,20.7,5,0
32281,H,300.7,309.6,1390,48.5,7,0
50048,L,300.8,309.7,1418,46.6,12,0
50049,L,300.8,309.7,1519,35.8,14,0
17730,M,300.8,309.7,1519,39.7,16,0
17731,M,300.7,309.6,1536,37.2,19,0
50052,L,300.8,309.6,1680,28.7,22,0
32287,H,300.6,309.4,1555,37.9,24,0
50054,L,300.6,309.5,1471,49.6,29,0
17735,M,300.5,309.4,1877,23.8,31,0
17736,M,300.5,309.3,1578,30.5,34,0
17737,M,300.5,309.4,1655,32.1,37,0
32292,H,300.5,309.4,1502,34.3,40,0
17739,M,300.6,309.4,1367,63.2,45,1
50060,L,300.7,309.5,1541,37.2,48,0
17741,M,300.6,309.6,1588,37.0,50,0
50062,L,300.6,309.6,1684,32.8,53,0
50063,L,300.6,309.5,1437,40.0,55,0
50064,L,300.6,309.6,1409,42.4,57,0
17745,M,300.5,309.5,1320,49.9,59,0
32300,H,300.5,309.5,1635,34.2,62,0
17747,M,300.5,309.5,1691,27.6,67,0
17748,M,300.6,309.6,1365,50.0,70,0
17749,M,300.7,309.7,1523,38.2,73,0
50070,L,300.6,309.7,1593,32.4,76,0
50071,L,300.6,309.6,1682,30.7,78,0
50072,L,300.7,309.6,1329,54.3,80,0
17753,M,300.7,309.6,1568,35.2,82,0
50074,L,300.7,309.6,1733,24.8,85,0
17755,M,300.7,309.6,1473,48.1,87,0
17756,M,300.7,309.5,1633,31.3,90,0
17757,M,300.6,309.5,1530,40.2,93,0
17758,M,300.6,309.5,1550,40.2,96,0
50079,L,300.6,309.4,1410,40.6,99,0
50080,L,300.5,309.3,1574,33.5,101,0
50081,L,300.6,309.4,1425,40.3,103,0
17762,M,300.6,309.4,1541,35.2,105,0
17763,M,300.7,309.5,1733,26.7,108,0
50084,L,300.6,309.4,2496,13.5,111,0
50085,L,300.6,309.4,1552,36.4,113,0
50086,L,300.6,309.3,1409,38.7,115,0
17767,M,300.6,309.4,1581,35.7,117,0
50088,L,300.7,309.5,1251,59.9,120,0
50089,L,300.7,309.6,1500,44.1,122,0
50090,L,300.6,309.5,1576,38.8,124,0
17771,M,300.7,309.5,1352,44.0,126,0
50092,L,300.7,309.6,1661,30.3,129,0
50093,L,300.7,309.6,1541,34.6,131,0
32328,H,300.6,309.6,1888,20.5,133,0
50095,L,300.5,309.5,1255,62.1,138,0
50096,L,300.6,309.6,1411,41.6,140,0
50097,L,300.6,309.5,1516,39.0,142,0
17778,M,300.6,309.5,1492,34.0,144,0
50099,L,300.6,309.6,1726,30.0,147,0
50100,L,300.7,309.7,1598,33.7,149,0
50101,L,300.8,309.8,1657,31.1,151,0
50102,L,300.8,309.7,1481,38.1,153,0
17783,M,300.7,309.7,1397,51.3,155,0
50104,L,300.8,309.7,1461,44.3,158,0
17785,M,300.7,309.6,1388,51.1,160,0
50106,L,300.7,309.7,1507,52.4,163,0
17787,M,300.7,309.6,1421,49.8,165,0
17788,M,300.8,309.7,1258,54.9,168,0
17789,M,300.8,309.7,1482,39.0,171,0
32344,H,300.7,309.6,1403,51.3,174,0
50111,L,300.8,309.7,1373,45.4,179,0
50112,L,300.9,309.7,1460,42.1,181,0
17793,M,300.8,309.7,1751,27.9,183,0
17794,M,300.8,309.6,1546,42.3,186,0
17795,M,300.8,309.7,1680,28.2,189,0
17796,M,300.9,309.7,1394,48.8,192,0
50117,L,300.7,309.6,1810,26.0,195,0
50118,L,300.7,309.5,1479,34.5,197,0
50119,L,300.9,309.7,1431,41.4,199,0
50120,L,300.9,309.7,2355,14.4,201,0
17801,M,300.7,309.6,1996,19.8,203,1
50122,L,300.7,309.5,1461,49.9,0,0
32357,H,300.7,309.5,2007,19.7,2,0
50124,L,300.7,309.6,1505,34.9,7,0
32359,H,300.7,309.6,1925,20.5,9,0
17806,M,300.7,309.5,1622,30.5,14,0
50127,L,300.7,309.5,1592,29.0,17,0
50128,L,300.7,309.5,1850,24.5,19,0
17809,M,300.7,309.5,1470,48.7,21,0
17810,M,300.7,309.5,1445,46.4,24,0
50131,L,300.7,309.5,1685,31.1,27,0
32366,H,300.7,309.5,1667,30.5,29,0
50133,L,300.7,309.5,1578,35.4,34,0
32368,H,300.6,309.4,1691,28.0,36,0
17815,M,300.7,309.5,1439,43.8,41,0
17816,M,300.8,309.6,1404,38.7,44,0
50137,L,300.8,309.6,1498,45.8,47,0
17818,M,300.8,309.5,1481,44.5,49,0
17819,M,300.7,309.4,1589,35.0,52,0
50140,L,300.7,309.5,1467,44.3,55,0
50141,L,300.6,309.4,1654,32.8,57,0
50142,L,300.7,309.5,1508,39.9,59,0
17823,M,300.7,309.6,1439,43.0,61,0
50144,L,300.7,309.5,1692,30.3,64,0
17825,M,300.7,309.5,1838,24.9,66,0
50146,L,300.6,309.3,1601,40.2,69,0
50147,L,300.6,309.4,1369,51.6,71,0
17828,M,300.6,309.4,1312,45.2,73,0
50149,L,300.6,309.4,1468,44.1,76,0
17830,M,300.6,309.4,1452,39.4,78,0
17831,M,300.7,309.5,1393,43.9,81,0
17832,M,300.6,309.4,1432,44.2,84,0
17833,M,300.6,309.3,1510,46.0,87,0
17834,M,300.6,309.4,1521,37.2,90,0
32389,H,300.5,309.4,1360,46.2,93,0
17836,M,300.5,309.3,1881,25.5,98,0
50157,L,300.4,309.3,1413,50.3,101,0
32392,H,300.5,309.4,1642,36.2,103,0
50159,L,300.5,309.5,1542,38.5,108,0
50160,L,300.4,309.5,1447,39.3,110,0
